task_id,filename,category,difficulty,generator_provider,generator_model,reference_length,dart_source_chars,function_chars,tests_count,tests_chars,assembly_chars,assembly_lines,cfg_blocks,region_count_ceil_blocks_div_16,blocks_over_first_region,edge_records,cfg_edge_count,dataflow_edge_count,parsed_instruction_count,isolated_nodes,unreachable_nodes,compile_successes_of_10,pass_successes_of_10,any_compile,any_pass,compile_at_1,compile_at_5,pass_at_1,pass_at_5,pass_at_10,mean_codebleu_all_candidates,mean_codebleu_compiled_candidates,long_reference_ge_1000,semantic_failure_all_10
syn_1372,syn_1372.dart,"search problems (binary search variants, kth element)",easy,or_grok,x-ai/grok-4.3,1092,1092,20,1,1375,9666,222,42,3,26,231,55,176,215,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.625655,0.6242383333333333,1,1
syn_1379,syn_1379.dart,"stack/queue simulation (matching brackets, RPN evaluation, undo logs)",easy,or_grok,x-ai/grok-4.3,532,532,21,1,1142,4646,108,21,2,5,113,28,85,101,0,0,8,0,1,0,0.8,1.0,0.0,0.0,0.0,0.5722579999999999,0.58094125,0,1
syn_1390,syn_1390.dart,"state machine simulation (parsers for tiny grammars, token scanners)",hard,or_grok,x-ai/grok-4.3,1121,1121,22,1,1057,12508,284,75,5,59,338,107,231,277,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.5970449999999999,0.635124,1,1
syn_1394,syn_1394.dart,sorting and ordering with custom comparators,hard,or_grok,x-ai/grok-4.3,1289,1289,20,1,1082,29149,689,121,8,105,471,166,305,676,0,0,7,0,1,0,0.7,1.0,0.0,0.0,0.0,0.656736,0.66751,1,1
syn_1395,syn_1395.dart,two-pointer and sliding-window techniques,easy,or_grok,x-ai/grok-4.3,685,685,19,1,1103,4361,102,22,2,6,93,29,64,95,0,0,7,1,1,1,0.7,1.0,0.1,0.5,1.0,0.6480520000000001,0.6457771428571428,0,0
syn_1399,syn_1399.dart,"state machine simulation (parsers for tiny grammars, token scanners)",easy,or_fable,anthropic/claude-fable-5,495,495,11,1,1176,3875,88,16,1,0,53,21,32,81,0,0,7,0,1,0,0.7,1.0,0.0,0.0,0.0,0.514079,0.5103485714285714,0,1
syn_1402,syn_1402.dart,"dynamic programming on 1D/2D arrays (small, iterative)",medium,or_fable,anthropic/claude-fable-5,1350,1350,20,1,1182,10652,237,61,4,45,311,86,225,230,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.6435259999999999,0.6392583333333334,1,1
syn_1406,syn_1406.dart,"geometry on integer coordinates (areas, overlaps, manhattan distance)",hard,or_fable,anthropic/claude-fable-5,1749,1749,15,1,1401,29727,685,130,9,114,641,187,454,678,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.428329,0.439795,1,1
syn_1412,syn_1412.dart,matrix / 2D grid traversal and transformation,easy,or_fable,anthropic/claude-fable-5,677,677,15,1,1174,8395,195,39,3,23,160,54,106,188,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.631232,0.62095,0,1
syn_1418,syn_1418.dart,"stack/queue simulation (matching brackets, RPN evaluation, undo logs)",hard,or_fable,anthropic/claude-fable-5,1827,1827,19,1,1766,23306,528,100,7,84,522,146,376,521,0,0,1,0,1,0,0.1,0.5,0.0,0.0,0.0,0.629694,0.55914,1,1
syn_1429,syn_1429.dart,"dynamic programming on 1D/2D arrays (small, iterative)",easy,or_fable,anthropic/claude-fable-5,661,661,21,1,1234,4131,96,20,2,4,90,26,64,89,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.596193,0.64847,0,1
syn_1437,syn_1437.dart,"integer date and duration arithmetic (day indices, intervals, no DateTime)",hard,or_fable,anthropic/claude-fable-5,2147,2147,23,1,1839,22671,534,97,7,81,434,135,299,525,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.675767,0.6724099999999998,1,1
syn_1445,syn_1445.dart,"list/collection transformations (map, fold, dedupe, partition)",medium,or_fable,anthropic/claude-fable-5,1012,1012,18,1,1245,6894,158,34,3,18,132,45,87,151,0,0,9,0,1,0,0.9,1.0,0.0,0.0,0.0,0.6790149999999999,0.6781211111111111,1,1
syn_1447,syn_1447.dart,"string encoding/decoding (run-length, caesar, simple checksums)",medium,or_fable,anthropic/claude-fable-5,1317,1317,22,1,1144,8087,187,44,3,28,189,58,131,180,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.644768,0.613852,1,1
syn_1451,syn_1451.dart,"recursion (trees, divide and conquer, backtracking on small inputs)",medium,or_fable,anthropic/claude-fable-5,1226,1226,18,1,1161,8057,196,39,3,23,127,50,77,187,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.579294,0.5755833333333333,1,1
syn_1467,syn_1467.dart,"dynamic programming on 1D/2D arrays (small, iterative)",hard,or_fable,anthropic/claude-fable-5,1699,1699,25,1,1181,7468,162,54,4,38,330,75,255,155,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.659196,0.6674233333333334,1,1
syn_1468,syn_1468.dart,"bit manipulation (masks, popcount, rotations, flags)",medium,or_fable,anthropic/claude-fable-5,1161,1161,19,1,1207,8446,193,46,3,30,184,58,126,186,0,0,7,0,1,0,0.7,1.0,0.0,0.0,0.0,0.6929540000000001,0.7049757142857143,1,1
syn_1470,syn_1470.dart,two-pointer and sliding-window techniques,hard,or_fable,anthropic/claude-fable-5,1389,1389,35,1,1177,10952,252,55,4,39,237,75,162,245,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.656212,0.64975,1,1
syn_1473,syn_1473.dart,"recursion (trees, divide and conquer, backtracking on small inputs)",hard,or_fable,anthropic/claude-fable-5,1548,1548,14,1,1351,32516,733,168,11,152,951,237,714,720,0,0,8,0,1,0,0.8,1.0,0.0,0.0,0.0,0.685047,0.6859824999999999,1,1
syn_1477,syn_1477.dart,string parsing and tokenization,hard,or_fable,anthropic/claude-fable-5,1528,1528,16,1,1212,23078,533,100,7,84,457,141,316,526,0,0,2,0,1,0,0.2,0.7777777777777778,0.0,0.0,0.0,0.625293,0.698465,1,1
syn_1478,syn_1478.dart,"recursion (trees, divide and conquer, backtracking on small inputs)",easy,or_fable,anthropic/claude-fable-5,701,701,20,1,1217,9064,217,30,2,14,127,41,86,210,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.5691010000000001,0.5453883333333334,0,1
syn_1487,syn_1487.dart,"bit manipulation (masks, popcount, rotations, flags)",hard,or_fable,anthropic/claude-fable-5,1454,1454,18,1,1255,14620,330,73,5,57,375,102,273,323,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.647456,0.6544766666666667,1,1
syn_1492,syn_1492.dart,"list/collection transformations (map, fold, dedupe, partition)",medium,az_gpt,gpt-chat-latest,1705,1705,21,1,1831,26518,596,147,10,131,562,213,349,589,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.5940570000000001,0.5967325,1,1
syn_1507,syn_1507.dart,"list/collection transformations (map, fold, dedupe, partition)",hard,az_gpt,gpt-chat-latest,1840,1840,21,1,1544,16496,369,97,7,81,471,139,332,362,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.687943,0.6887933333333334,1,1
syn_1515,syn_1515.dart,"list/collection transformations (map, fold, dedupe, partition)",easy,az_gpt,gpt-chat-latest,655,655,16,1,1424,11173,257,46,3,30,194,64,130,250,0,0,9,0,1,0,0.9,1.0,0.0,0.0,0.0,0.614081,0.6148633333333333,0,1
syn_1519,syn_1519.dart,"state machine simulation (parsers for tiny grammars, token scanners)",hard,az_gpt,gpt-chat-latest,2745,2745,29,1,1142,36235,822,189,12,173,1037,277,760,811,0,0,1,0,1,0,0.1,0.5,0.0,0.0,0.0,0.672735,0.69192,1,1
syn_1525,syn_1525.dart,Map/Set based frequency counting and grouping,medium,az_gpt,gpt-chat-latest,1055,1055,24,1,1170,15417,355,66,5,50,262,89,173,346,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.584414,0.59888,1,1
syn_1526,syn_1526.dart,"stack/queue simulation (matching brackets, RPN evaluation, undo logs)",medium,az_gpt,gpt-chat-latest,1120,1120,27,1,1248,13584,309,69,5,53,278,93,185,302,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.599769,0.6340566666666666,1,1
syn_1532,syn_1532.dart,"geometry on integer coordinates (areas, overlaps, manhattan distance)",hard,az_gpt,gpt-chat-latest,2003,2003,36,1,1262,26546,619,107,7,91,506,145,361,612,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.607382,0.6412033333333333,1,1
syn_1537,syn_1537.dart,sorting and ordering with custom comparators,easy,az_gpt,gpt-chat-latest,640,640,19,1,1302,4249,98,23,2,7,82,29,53,89,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.60663,0.6558016666666667,0,1
syn_1540,syn_1540.dart,"numeric algorithms (gcd, primes, base conversion, modular arithmetic)",hard,az_gpt,gpt-chat-latest,1670,1670,25,1,1156,18343,429,97,7,81,677,123,554,422,0,0,1,0,1,0,0.1,0.5,0.0,0.0,0.0,0.638123,0.63832,1,1
syn_1549,syn_1549.dart,"numeric algorithms (gcd, primes, base conversion, modular arithmetic)",easy,az_gpt,gpt-chat-latest,559,559,19,1,1273,6191,146,27,2,11,160,37,123,139,0,0,7,0,1,0,0.7,1.0,0.0,0.0,0.0,0.589187,0.58269,0,1
syn_1551,syn_1551.dart,string parsing and tokenization,medium,az_gpt,gpt-chat-latest,1351,1351,26,1,1237,16523,355,98,7,82,425,143,282,348,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.58768,0.56948,1,1
syn_1553,syn_1553.dart,Map/Set based frequency counting and grouping,easy,az_gpt,gpt-chat-latest,745,745,20,1,1223,7403,173,35,3,19,136,48,88,166,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.39706,0.545715,0,1
syn_1561,syn_1561.dart,two-pointer and sliding-window techniques,hard,az_gpt,gpt-chat-latest,1481,1481,27,1,1198,18968,441,83,6,67,417,112,305,430,0,0,1,0,1,0,0.1,0.5,0.0,0.0,0.0,0.541369,0.63094,1,1
syn_1562,syn_1562.dart,"state machine simulation (parsers for tiny grammars, token scanners)",hard,az_gpt,gpt-chat-latest,1577,1577,16,1,1223,18784,432,90,6,74,393,128,265,425,0,0,7,0,1,0,0.7,1.0,0.0,0.0,0.0,0.646147,0.6404571428571428,1,1
syn_1567,syn_1567.dart,"numeric algorithms (gcd, primes, base conversion, modular arithmetic)",medium,az_gpt,gpt-chat-latest,1511,1511,25,1,1666,8270,183,56,4,40,338,79,259,176,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.6491870000000001,0.6819025000000001,1,1
syn_1569,syn_1569.dart,string parsing and tokenization,hard,az_gpt,gpt-chat-latest,1701,1701,20,1,1387,27445,605,142,9,126,747,200,547,596,0,0,2,0,1,0,0.2,0.7777777777777778,0.0,0.0,0.0,0.65423,0.687425,1,1
syn_1574,syn_1574.dart,"bit manipulation (masks, popcount, rotations, flags)",hard,az_gpt,gpt-chat-latest,1527,1527,19,1,1598,15431,359,66,5,50,307,92,215,352,0,0,1,0,1,0,0.1,0.5,0.0,0.0,0.0,0.592731,0.63837,1,1
syn_1576,syn_1576.dart,sorting and ordering with custom comparators,hard,az_gpt,gpt-chat-latest,1981,1981,24,1,1107,34921,817,153,10,137,821,206,615,802,0,0,7,0,1,0,0.7,1.0,0.0,0.0,0.0,0.637787,0.6377057142857143,1,1
syn_1577,syn_1577.dart,string parsing and tokenization,easy,az_gpt,gpt-chat-latest,735,735,19,1,1157,7902,185,35,3,19,127,47,80,178,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.621514,0.6184033333333333,0,1
syn_1580,syn_1580.dart,"bit manipulation (masks, popcount, rotations, flags)",easy,az_gpt,gpt-chat-latest,545,545,22,1,1210,3375,77,17,2,1,74,22,52,70,0,0,10,0,1,0,1.0,1.0,0.0,0.0,0.0,0.699005,0.699005,0,1
syn_1584,syn_1584.dart,sorting and ordering with custom comparators,easy,az_gpt,gpt-chat-latest,724,724,17,1,1458,7450,173,28,2,12,86,36,50,164,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.555654,0.59657,0,1
syn_1586,syn_1586.dart,"recursion (trees, divide and conquer, backtracking on small inputs)",medium,az_gpt,gpt-chat-latest,1142,1142,26,1,1304,11202,258,54,4,38,255,76,179,249,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.678035,0.67593,1,1
syn_1594,syn_1594.dart,"search problems (binary search variants, kth element)",easy,az_gpt,gpt-chat-latest,809,809,22,1,1391,4385,102,18,2,2,73,23,50,95,0,0,7,0,1,0,0.7,1.0,0.0,0.0,0.0,0.567909,0.5733628571428572,0,1
syn_1596,syn_1596.dart,string parsing and tokenization,medium,az_gpt,gpt-chat-latest,1304,1304,22,1,1200,10457,247,46,3,30,166,56,110,240,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.563281,0.6049279999999999,1,1
syn_1613,syn_1613.dart,"geometry on integer coordinates (areas, overlaps, manhattan distance)",medium,az_gpt,gpt-chat-latest,1672,1672,21,1,1098,3542,82,30,2,14,88,40,48,75,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.624312,0.61561,1,1
syn_1619,syn_1619.dart,"integer date and duration arithmetic (day indices, intervals, no DateTime)",easy,az_gpt,gpt-chat-latest,577,577,26,1,1148,2166,51,15,1,0,47,19,28,44,0,0,8,0,1,0,0.8,1.0,0.0,0.0,0.0,0.7159709999999999,0.73034375,0,1
syn_1630,syn_1630.dart,"recursion (trees, divide and conquer, backtracking on small inputs)",medium,az_gpt,gpt-chat-latest,1296,1296,18,1,1280,14648,327,76,5,60,295,108,187,318,0,0,2,0,1,0,0.2,0.7777777777777778,0.0,0.0,0.0,0.665995,0.635475,1,1
syn_1637,syn_1637.dart,"geometry on integer coordinates (areas, overlaps, manhattan distance)",easy,az_gpt,gpt-chat-latest,685,685,25,1,1044,5199,121,26,2,10,123,35,88,114,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.640576,0.6575219999999999,0,1
syn_1643,syn_1643.dart,"stack/queue simulation (matching brackets, RPN evaluation, undo logs)",hard,az_gpt,gpt-chat-latest,1851,1851,17,1,1188,38257,904,154,10,138,661,217,444,895,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.656652,0.6414325000000001,1,1
syn_1651,syn_1651.dart,"string encoding/decoding (run-length, caesar, simple checksums)",easy,az_gpt,gpt-chat-latest,596,596,23,1,1091,5586,127,26,2,10,111,34,77,120,0,0,2,0,1,0,0.2,0.7777777777777778,0.0,0.0,0.0,0.45780200000000004,0.5335,0,1
syn_1652,syn_1652.dart,matrix / 2D grid traversal and transformation,medium,az_gpt,gpt-chat-latest,1358,1358,20,1,1117,14962,345,71,5,55,320,100,220,338,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.653483,0.6577700000000001,1,1
syn_1659,syn_1659.dart,"numeric algorithms (gcd, primes, base conversion, modular arithmetic)",medium,az_gpt,gpt-chat-latest,1216,1216,18,1,1143,10167,229,69,5,53,454,94,360,222,0,0,7,0,1,0,0.7,1.0,0.0,0.0,0.0,0.649593,0.6755271428571429,1,1
syn_1660,syn_1660.dart,"integer date and duration arithmetic (day indices, intervals, no DateTime)",hard,az_gpt,gpt-chat-latest,2017,2017,17,1,1133,26642,614,134,9,118,710,190,520,607,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.670655,0.67261,1,1
syn_1666,syn_1666.dart,"integer date and duration arithmetic (day indices, intervals, no DateTime)",easy,az_gpt,gpt-chat-latest,547,547,17,1,1245,3243,76,14,1,0,55,19,36,69,0,0,9,1,1,1,0.9,1.0,0.1,0.5,1.0,0.678446,0.6935477777777778,0,0
syn_1667,syn_1667.dart,"bit manipulation (masks, popcount, rotations, flags)",hard,az_gpt,gpt-chat-latest,1855,1855,23,1,1193,12352,282,57,4,41,330,84,246,275,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.609049,0.6319366666666667,1,1
syn_1672,syn_1672.dart,"string encoding/decoding (run-length, caesar, simple checksums)",medium,az_gpt,gpt-chat-latest,1596,1596,18,1,1078,22473,508,114,8,98,541,159,382,501,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.639274,0.6616099999999999,1,1
syn_1676,syn_1676.dart,matrix / 2D grid traversal and transformation,easy,az_gpt,gpt-chat-latest,643,643,22,1,1196,5049,118,26,2,10,105,35,70,111,0,0,2,0,1,0,0.2,0.7777777777777778,0.0,0.0,0.0,0.581599,0.6046750000000001,0,1
syn_1684,syn_1684.dart,"stack/queue simulation (matching brackets, RPN evaluation, undo logs)",hard,az_gpt,gpt-chat-latest,1507,1507,21,1,1408,32788,768,128,8,112,549,184,365,761,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.656806,0.65786,1,1
syn_1687,syn_1687.dart,"string encoding/decoding (run-length, caesar, simple checksums)",hard,az_gpt,gpt-chat-latest,1767,1767,26,1,1206,13183,287,71,5,55,372,103,269,280,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.6253599999999999,0.6768825,1,1
syn_1690,syn_1690.dart,"dynamic programming on 1D/2D arrays (small, iterative)",hard,az_gpt,gpt-chat-latest,2274,2274,18,1,1350,43426,999,202,13,186,1151,293,858,992,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6811550000000001,,1,1
syn_1693,syn_1693.dart,"bit manipulation (masks, popcount, rotations, flags)",medium,az_gpt,gpt-chat-latest,1064,1064,24,1,1128,6686,152,35,3,19,116,45,71,145,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.5852999999999999,0.603088,1,1
syn_1698,syn_1698.dart,"geometry on integer coordinates (areas, overlaps, manhattan distance)",medium,az_gpt,gpt-chat-latest,1052,1052,24,1,1143,13166,303,64,4,48,362,91,271,296,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.44438300000000003,0.5328475,1,1
syn_1700,syn_1700.dart,"state machine simulation (parsers for tiny grammars, token scanners)",hard,az_gpt,gpt-chat-latest,2452,2452,19,1,1344,42117,953,183,12,167,764,259,505,942,0,0,1,0,1,0,0.1,0.5,0.0,0.0,0.0,0.690182,0.70681,1,1
syn_1704,syn_1704.dart,"recursion (trees, divide and conquer, backtracking on small inputs)",easy,az_gpt,gpt-chat-latest,734,734,16,1,1058,5315,126,20,2,4,80,26,54,119,0,0,2,0,1,0,0.2,0.7777777777777778,0.0,0.0,0.0,0.46284099999999995,0.5288900000000001,0,1
syn_1706,syn_1706.dart,"numeric algorithms (gcd, primes, base conversion, modular arithmetic)",medium,az_gpt,gpt-chat-latest,1334,1334,20,1,1229,13334,304,70,5,54,415,97,318,297,0,0,6,0,1,0,0.6,1.0,0.0,0.0,0.0,0.698592,0.7098749999999999,1,1
syn_1707,syn_1707.dart,"stack/queue simulation (matching brackets, RPN evaluation, undo logs)",medium,az_gpt,gpt-chat-latest,1419,1419,20,1,1376,19661,457,89,6,73,332,116,216,450,0,0,3,0,1,0,0.3,0.9166666666666666,0.0,0.0,0.0,0.6118180000000001,0.6486200000000001,1,1
syn_1708,syn_1708.dart,string parsing and tokenization,hard,az_gpt,gpt-chat-latest,2469,2469,21,1,1177,32264,740,146,10,130,689,199,490,729,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.685338,0.677974,1,1
syn_1709,syn_1709.dart,"string encoding/decoding (run-length, caesar, simple checksums)",medium,az_gpt,gpt-chat-latest,1396,1396,23,1,1127,12401,288,61,4,45,248,88,160,281,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.5898760000000001,0.632166,1,1
syn_1712,syn_1712.dart,string parsing and tokenization,easy,az_gpt,gpt-chat-latest,678,678,22,1,1307,9244,209,38,3,22,146,51,95,202,0,0,4,0,1,0,0.4,0.9761904761904762,0.0,0.0,0.0,0.514414,0.4356225,0,1
syn_1713,syn_1713.dart,"state machine simulation (parsers for tiny grammars, token scanners)",easy,az_gpt,gpt-chat-latest,768,768,18,1,1247,6889,161,29,2,13,127,40,87,154,0,0,5,0,1,0,0.5,0.996031746031746,0.0,0.0,0.0,0.627395,0.628132,0,1
